1	1	2019-09-20 13:27:51
1	23	2019-09-20 13:27:51
1	25	2019-09-20 13:27:51
1	106	2019-09-20 13:27:51
1	140	2019-09-20 13:27:51
1	166	2019-09-20 13:27:51
1	277	2019-09-20 13:27:51
1	361	2019-09-20 13:27:51
1	438	2019-09-20 13:27:51
1	499	2019-09-20 13:27:51
1	506	2019-09-20 13:27:51
1	509	2019-09-20 13:27:51
1	605	2019-09-20 13:27:51
1	635	2019-09-20 13:27:51
1	749	2019-09-20 13:27:51
1	832	2019-09-20 13:27:51
1	939	2019-09-20 13:27:51
1	970	2019-09-20 13:27:51
1	980	2019-09-20 13:27:51
2	3	2019-09-20 13:27:51
2	31	2019-09-20 13:27:51
2	47	2019-09-20 13:27:51
2	105	2019-09-20 13:27:51
2	132	2019-09-20 13:27:51
2	145	2019-09-20 13:27:51
2	226	2019-09-20 13:27:51
2	249	2019-09-20 13:27:51
2	314	2019-09-20 13:27:51
2	321	2019-09-20 13:27:51
2	357	2019-09-20 13:27:51
2	369	2019-09-20 13:27:51
2	399	2019-09-20 13:27:51
2	458	2019-09-20 13:27:51
2	481	2019-09-20 13:27:51
2	485	2019-09-20 13:27:51
2	518	2019-09-20 13:27:51
2	540	2019-09-20 13:27:51
2	550	2019-09-20 13:27:51
2	555	2019-09-20 13:27:51
2	561	2019-09-20 13:27:51
2	742	2019-09-20 13:27:51
2	754	2019-09-20 13:27:51
2	811	2019-09-20 13:27:51
2	958	2019-09-20 13:27:51
3	17	2019-09-20 13:27:51
3	40	2019-09-20 13:27:51
3	42	2019-09-20 13:27:51
3	87	2019-09-20 13:27:51
3	111	2019-09-20 13:27:51
3	185	2019-09-20 13:27:51
3	289	2019-09-20 13:27:51
3	329	2019-09-20 13:27:51
3	336	2019-09-20 13:27:51
3	341	2019-09-20 13:27:51
3	393	2019-09-20 13:27:51
3	441	2019-09-20 13:27:51
3	453	2019-09-20 13:27:51
3	480	2019-09-20 13:27:51
3	539	2019-09-20 13:27:51
3	618	2019-09-20 13:27:51
3	685	2019-09-20 13:27:51
3	827	2019-09-20 13:27:51
3	966	2019-09-20 13:27:51
3	967	2019-09-20 13:27:51
3	971	2019-09-20 13:27:51
3	996	2019-09-20 13:27:51
4	23	2019-09-20 13:27:51
4	25	2019-09-20 13:27:51
4	56	2019-09-20 13:27:51
4	62	2019-09-20 13:27:51
4	79	2019-09-20 13:27:51
4	87	2019-09-20 13:27:51
4	355	2019-09-20 13:27:51
4	379	2019-09-20 13:27:51
4	398	2019-09-20 13:27:51
4	463	2019-09-20 13:27:51
4	490	2019-09-20 13:27:51
4	616	2019-09-20 13:27:51
4	635	2019-09-20 13:27:51
4	691	2019-09-20 13:27:51
4	712	2019-09-20 13:27:51
4	714	2019-09-20 13:27:51
4	721	2019-09-20 13:27:51
4	798	2019-09-20 13:27:51
4	832	2019-09-20 13:27:51
4	858	2019-09-20 13:27:51
4	909	2019-09-20 13:27:51
4	924	2019-09-20 13:27:51
5	19	2019-09-20 13:27:51
5	54	2019-09-20 13:27:51
5	85	2019-09-20 13:27:51
5	146	2019-09-20 13:27:51
5	171	2019-09-20 13:27:51
5	172	2019-09-20 13:27:51
5	202	2019-09-20 13:27:51
5	203	2019-09-20 13:27:51
5	286	2019-09-20 13:27:51
5	288	2019-09-20 13:27:51
5	316	2019-09-20 13:27:51
5	340	2019-09-20 13:27:51
5	369	2019-09-20 13:27:51
5	375	2019-09-20 13:27:51
5	383	2019-09-20 13:27:51
5	392	2019-09-20 13:27:51
5	411	2019-09-20 13:27:52
5	503	2019-09-20 13:27:52
5	535	2019-09-20 13:27:52
5	571	2019-09-20 13:27:52
5	650	2019-09-20 13:27:52
5	665	2019-09-20 13:27:52
5	687	2019-09-20 13:27:52
5	730	2019-09-20 13:27:52
5	732	2019-09-20 13:27:52
5	811	2019-09-20 13:27:52
5	817	2019-09-20 13:27:52
5	841	2019-09-20 13:27:52
5	865	2019-09-20 13:27:52
6	29	2019-09-20 13:27:52
6	53	2019-09-20 13:27:52
6	60	2019-09-20 13:27:52
6	70	2019-09-20 13:27:52
6	112	2019-09-20 13:27:52
6	164	2019-09-20 13:27:52
6	165	2019-09-20 13:27:52
6	193	2019-09-20 13:27:52
6	256	2019-09-20 13:27:52
6	451	2019-09-20 13:27:52
6	503	2019-09-20 13:27:52
6	509	2019-09-20 13:27:52
6	517	2019-09-20 13:27:52
6	519	2019-09-20 13:27:52
6	605	2019-09-20 13:27:52
6	692	2019-09-20 13:27:52
6	826	2019-09-20 13:27:52
6	892	2019-09-20 13:27:52
6	902	2019-09-20 13:27:52
6	994	2019-09-20 13:27:52
7	25	2019-09-20 13:27:52
7	27	2019-09-20 13:27:52
7	35	2019-09-20 13:27:52
7	67	2019-09-20 13:27:52
7	96	2019-09-20 13:27:52
7	170	2019-09-20 13:27:52
7	173	2019-09-20 13:27:52
7	217	2019-09-20 13:27:52
7	218	2019-09-20 13:27:52
7	225	2019-09-20 13:27:52
7	292	2019-09-20 13:27:52
7	351	2019-09-20 13:27:52
7	414	2019-09-20 13:27:52
7	463	2019-09-20 13:27:52
7	554	2019-09-20 13:27:52
7	618	2019-09-20 13:27:52
7	633	2019-09-20 13:27:52
7	637	2019-09-20 13:27:52
7	691	2019-09-20 13:27:52
7	758	2019-09-20 13:27:52
7	766	2019-09-20 13:27:52
7	770	2019-09-20 13:27:52
7	805	2019-09-20 13:27:52
7	806	2019-09-20 13:27:52
7	846	2019-09-20 13:27:52
7	900	2019-09-20 13:27:52
7	901	2019-09-20 13:27:52
7	910	2019-09-20 13:27:52
7	957	2019-09-20 13:27:52
7	959	2019-09-20 13:27:52
8	47	2019-09-20 13:27:52
8	115	2019-09-20 13:27:52
8	158	2019-09-20 13:27:52
8	179	2019-09-20 13:27:52
8	195	2019-09-20 13:27:52
8	205	2019-09-20 13:27:52
8	255	2019-09-20 13:27:52
8	263	2019-09-20 13:27:52
8	321	2019-09-20 13:27:52
8	396	2019-09-20 13:27:52
8	458	2019-09-20 13:27:52
8	523	2019-09-20 13:27:52
8	532	2019-09-20 13:27:52
8	554	2019-09-20 13:27:52
8	752	2019-09-20 13:27:52
8	769	2019-09-20 13:27:52
8	771	2019-09-20 13:27:52
8	859	2019-09-20 13:27:52
8	895	2019-09-20 13:27:52
8	936	2019-09-20 13:27:52
9	30	2019-09-20 13:27:52
9	74	2019-09-20 13:27:52
9	147	2019-09-20 13:27:52
9	148	2019-09-20 13:27:52
9	191	2019-09-20 13:27:52
9	200	2019-09-20 13:27:52
9	204	2019-09-20 13:27:52
9	434	2019-09-20 13:27:52
9	510	2019-09-20 13:27:52
9	514	2019-09-20 13:27:52
9	552	2019-09-20 13:27:52
9	650	2019-09-20 13:27:52
9	671	2019-09-20 13:27:52
9	697	2019-09-20 13:27:52
9	722	2019-09-20 13:27:52
9	752	2019-09-20 13:27:52
9	811	2019-09-20 13:27:52
9	815	2019-09-20 13:27:52
9	865	2019-09-20 13:27:52
9	873	2019-09-20 13:27:52
9	889	2019-09-20 13:27:52
9	903	2019-09-20 13:27:52
9	926	2019-09-20 13:27:52
9	964	2019-09-20 13:27:52
9	974	2019-09-20 13:27:52
10	1	2019-09-20 13:27:52
10	9	2019-09-20 13:27:52
10	191	2019-09-20 13:27:52
10	236	2019-09-20 13:27:52
10	251	2019-09-20 13:27:52
10	366	2019-09-20 13:27:52
10	477	2019-09-20 13:27:52
10	480	2019-09-20 13:27:52
10	522	2019-09-20 13:27:52
10	530	2019-09-20 13:27:52
10	587	2019-09-20 13:27:52
10	694	2019-09-20 13:27:52
10	703	2019-09-20 13:27:52
10	716	2019-09-20 13:27:52
10	782	2019-09-20 13:27:52
10	914	2019-09-20 13:27:52
10	929	2019-09-20 13:27:52
10	930	2019-09-20 13:27:52
10	964	2019-09-20 13:27:52
10	966	2019-09-20 13:27:52
10	980	2019-09-20 13:27:52
10	983	2019-09-20 13:27:52
11	118	2019-09-20 13:27:52
11	205	2019-09-20 13:27:52
11	281	2019-09-20 13:27:52
11	283	2019-09-20 13:27:52
11	348	2019-09-20 13:27:52
11	364	2019-09-20 13:27:52
11	395	2019-09-20 13:27:52
11	429	2019-09-20 13:27:52
11	433	2019-09-20 13:27:52
11	453	2019-09-20 13:27:52
11	485	2019-09-20 13:27:52
11	532	2019-09-20 13:27:52
11	567	2019-09-20 13:27:52
11	587	2019-09-20 13:27:52
11	597	2019-09-20 13:27:52
11	636	2019-09-20 13:27:52
11	709	2019-09-20 13:27:52
11	850	2019-09-20 13:27:52
11	854	2019-09-20 13:27:52
11	888	2019-09-20 13:27:52
11	896	2019-09-20 13:27:52
11	928	2019-09-20 13:27:52
11	938	2019-09-20 13:27:52
11	969	2019-09-20 13:27:52
11	988	2019-09-20 13:27:52
12	16	2019-09-20 13:27:52
12	17	2019-09-20 13:27:52
12	34	2019-09-20 13:27:52
12	37	2019-09-20 13:27:52
12	91	2019-09-20 13:27:52
12	92	2019-09-20 13:27:52
12	107	2019-09-20 13:27:52
12	155	2019-09-20 13:27:52
12	177	2019-09-20 13:27:52
12	208	2019-09-20 13:27:53
12	213	2019-09-20 13:27:53
12	216	2019-09-20 13:27:53
12	243	2019-09-20 13:27:53
12	344	2019-09-20 13:27:53
12	400	2019-09-20 13:27:53
12	416	2019-09-20 13:27:53
12	420	2019-09-20 13:27:53
12	457	2019-09-20 13:27:53
12	513	2019-09-20 13:27:53
12	540	2019-09-20 13:27:53
12	593	2019-09-20 13:27:53
12	631	2019-09-20 13:27:53
12	635	2019-09-20 13:27:53
12	672	2019-09-20 13:27:53
12	716	2019-09-20 13:27:53
12	728	2019-09-20 13:27:53
12	812	2019-09-20 13:27:53
12	838	2019-09-20 13:27:53
12	871	2019-09-20 13:27:53
12	880	2019-09-20 13:27:53
12	945	2019-09-20 13:27:53
13	17	2019-09-20 13:27:53
13	29	2019-09-20 13:27:53
13	45	2019-09-20 13:27:53
13	87	2019-09-20 13:27:53
13	110	2019-09-20 13:27:53
13	144	2019-09-20 13:27:53
13	154	2019-09-20 13:27:53
13	162	2019-09-20 13:27:53
13	203	2019-09-20 13:27:53
13	254	2019-09-20 13:27:53
13	337	2019-09-20 13:27:53
13	346	2019-09-20 13:27:53
13	381	2019-09-20 13:27:53
13	385	2019-09-20 13:27:53
13	427	2019-09-20 13:27:53
13	456	2019-09-20 13:27:53
13	513	2019-09-20 13:27:53
13	515	2019-09-20 13:27:53
13	522	2019-09-20 13:27:53
13	524	2019-09-20 13:27:53
13	528	2019-09-20 13:27:53
13	571	2019-09-20 13:27:53
13	588	2019-09-20 13:27:53
13	597	2019-09-20 13:27:53
13	600	2019-09-20 13:27:53
13	718	2019-09-20 13:27:53
13	729	2019-09-20 13:27:53
13	816	2019-09-20 13:27:53
13	817	2019-09-20 13:27:53
13	832	2019-09-20 13:27:53
13	833	2019-09-20 13:27:53
13	843	2019-09-20 13:27:53
13	897	2019-09-20 13:27:53
13	966	2019-09-20 13:27:53
13	998	2019-09-20 13:27:53
14	154	2019-09-20 13:27:53
14	187	2019-09-20 13:27:53
14	232	2019-09-20 13:27:53
14	241	2019-09-20 13:27:53
14	253	2019-09-20 13:27:53
14	255	2019-09-20 13:27:53
14	258	2019-09-20 13:27:53
14	284	2019-09-20 13:27:53
14	292	2019-09-20 13:27:53
14	370	2019-09-20 13:27:53
14	415	2019-09-20 13:27:53
14	417	2019-09-20 13:27:53
14	418	2019-09-20 13:27:53
14	454	2019-09-20 13:27:53
14	472	2019-09-20 13:27:53
14	475	2019-09-20 13:27:53
14	495	2019-09-20 13:27:53
14	536	2019-09-20 13:27:53
14	537	2019-09-20 13:27:53
14	612	2019-09-20 13:27:53
14	688	2019-09-20 13:27:53
14	759	2019-09-20 13:27:53
14	764	2019-09-20 13:27:53
14	847	2019-09-20 13:27:53
14	856	2019-09-20 13:27:53
14	890	2019-09-20 13:27:53
14	908	2019-09-20 13:27:53
14	919	2019-09-20 13:27:53
14	948	2019-09-20 13:27:53
14	970	2019-09-20 13:27:53
15	31	2019-09-20 13:27:53
15	89	2019-09-20 13:27:53
15	91	2019-09-20 13:27:53
15	108	2019-09-20 13:27:53
15	125	2019-09-20 13:27:53
15	236	2019-09-20 13:27:53
15	275	2019-09-20 13:27:53
15	280	2019-09-20 13:27:53
15	326	2019-09-20 13:27:53
15	342	2019-09-20 13:27:53
15	414	2019-09-20 13:27:53
15	445	2019-09-20 13:27:53
15	500	2019-09-20 13:27:53
15	502	2019-09-20 13:27:53
15	541	2019-09-20 13:27:53
15	553	2019-09-20 13:27:53
15	594	2019-09-20 13:27:53
15	626	2019-09-20 13:27:53
15	635	2019-09-20 13:27:53
15	745	2019-09-20 13:27:53
15	783	2019-09-20 13:27:53
15	795	2019-09-20 13:27:53
15	817	2019-09-20 13:27:53
15	886	2019-09-20 13:27:53
15	924	2019-09-20 13:27:53
15	949	2019-09-20 13:27:53
15	968	2019-09-20 13:27:53
15	985	2019-09-20 13:27:53
16	80	2019-09-20 13:27:53
16	87	2019-09-20 13:27:53
16	101	2019-09-20 13:27:53
16	121	2019-09-20 13:27:53
16	155	2019-09-20 13:27:53
16	177	2019-09-20 13:27:53
16	218	2019-09-20 13:27:53
16	221	2019-09-20 13:27:53
16	267	2019-09-20 13:27:53
16	269	2019-09-20 13:27:53
16	271	2019-09-20 13:27:53
16	280	2019-09-20 13:27:53
16	287	2019-09-20 13:27:53
16	345	2019-09-20 13:27:53
16	438	2019-09-20 13:27:53
16	453	2019-09-20 13:27:53
16	455	2019-09-20 13:27:53
16	456	2019-09-20 13:27:53
16	503	2019-09-20 13:27:53
16	548	2019-09-20 13:27:53
16	582	2019-09-20 13:27:53
16	583	2019-09-20 13:27:53
16	717	2019-09-20 13:27:53
16	758	2019-09-20 13:27:53
16	779	2019-09-20 13:27:53
16	886	2019-09-20 13:27:53
16	967	2019-09-20 13:27:53
17	96	2019-09-20 13:27:53
17	119	2019-09-20 13:27:53
17	124	2019-09-20 13:27:53
17	127	2019-09-20 13:27:53
17	154	2019-09-20 13:27:53
17	199	2019-09-20 13:27:53
17	201	2019-09-20 13:27:53
17	236	2019-09-20 13:27:53
17	280	2019-09-20 13:27:53
17	310	2019-09-20 13:27:53
17	313	2019-09-20 13:27:53
17	378	2019-09-20 13:27:53
17	457	2019-09-20 13:27:53
17	469	2019-09-20 13:27:53
17	478	2019-09-20 13:27:53
17	500	2019-09-20 13:27:53
17	515	2019-09-20 13:27:53
17	521	2019-09-20 13:27:53
17	573	2019-09-20 13:27:53
17	603	2019-09-20 13:27:53
17	606	2019-09-20 13:27:53
17	734	2019-09-20 13:27:54
17	770	2019-09-20 13:27:54
17	794	2019-09-20 13:27:54
17	800	2019-09-20 13:27:54
17	853	2019-09-20 13:27:54
17	873	2019-09-20 13:27:54
17	874	2019-09-20 13:27:54
17	880	2019-09-20 13:27:54
17	948	2019-09-20 13:27:54
17	957	2019-09-20 13:27:54
17	959	2019-09-20 13:27:54
18	44	2019-09-20 13:27:54
18	84	2019-09-20 13:27:54
